division,date,unemployment
"Taunton-Norton-Raynham, MA NECTA Div",2000-11-01,27.0
"Taunton-Norton-Raynham, MA NECTA Div",2000-12-01,28.0
"Taunton-Norton-Raynham, MA NECTA Div",2001-01-01,29.0
"Taunton-Norton-Raynham, MA NECTA Div",2001-02-01,30.0
"Taunton-Norton-Raynham, MA NECTA Div",2001-03-01,31.0
"Taunton-Norton-Raynham, MA NECTA Div",2001-04-01,32.0
"Taunton-Norton-Raynham, MA NECTA Div",2001-05-01,34.0
"Taunton-Norton-Raynham, MA NECTA Div",2001-06-01,35.0
"Taunton-Norton-Raynham, MA NECTA Div",2001-07-01,36.0
"Taunton-Norton-Raynham, MA NECTA Div",2001-08-01,38.0
"Taunton-Norton-Raynham, MA NECTA Div",2001-09-01,39.0
"Taunton-Norton-Raynham, MA NECTA Div",2001-10-01,41.0
"Taunton-Norton-Raynham, MA NECTA Div",2001-11-01,42.0
"Taunton-Norton-Raynham, MA NECTA Div",2001-12-01,43.0
"Taunton-Norton-Raynham, MA NECTA Div",2002-01-01,44.0
"Taunton-Norton-Raynham, MA NECTA Div",2002-02-01,45.0
"Taunton-Norton-Raynham, MA NECTA Div",2002-03-01,47.0
"Taunton-Norton-Raynham, MA NECTA Div",2002-04-01,48.0
"Taunton-Norton-Raynham, MA NECTA Div",2002-05-01,49.0
"Taunton-Norton-Raynham, MA NECTA Div",2002-06-01,50.0
"Taunton-Norton-Raynham, MA NECTA Div",2002-07-01,51.0
"Taunton-Norton-Raynham, MA NECTA Div",2002-08-01,51.0
"Taunton-Norton-Raynham, MA NECTA Div",2002-09-01,52.0
"Taunton-Norton-Raynham, MA NECTA Div",2002-10-01,52.0
"Taunton-Norton-Raynham, MA NECTA Div",2002-11-01,53.0
"Taunton-Norton-Raynham, MA NECTA Div",2002-12-01,53.0
"Taunton-Norton-Raynham, MA NECTA Div",2003-01-01,53.0
"Taunton-Norton-Raynham, MA NECTA Div",2003-02-01,54.0
"Taunton-Norton-Raynham, MA NECTA Div",2003-03-01,54.0
"Taunton-Norton-Raynham, MA NECTA Div",2003-04-01,55.0
"Taunton-Norton-Raynham, MA NECTA Div",2003-05-01,55.0
"Taunton-Norton-Raynham, MA NECTA Div",2003-06-01,56.0
"Taunton-Norton-Raynham, MA NECTA Div",2003-07-01,57.0
"Taunton-Norton-Raynham, MA NECTA Div",2003-08-01,57.0
"Taunton-Norton-Raynham, MA NECTA Div",2003-09-01,56.0
"Taunton-Norton-Raynham, MA NECTA Div",2003-10-01,56.0
"Taunton-Norton-Raynham, MA NECTA Div",2003-11-01,56.0
"Taunton-Norton-Raynham, MA NECTA Div",2003-12-01,55.0
"Taunton-Norton-Raynham, MA NECTA Div",2004-01-01,55.0
"Taunton-Norton-Raynham, MA NECTA Div",2004-02-01,55.0
"Taunton-Norton-Raynham, MA NECTA Div",2004-03-01,54.0
"Taunton-Norton-Raynham, MA NECTA Div",2004-04-01,54.0
"Taunton-Norton-Raynham, MA NECTA Div",2004-05-01,53.0
"Taunton-Norton-Raynham, MA NECTA Div",2004-06-01,52.0
"Taunton-Norton-Raynham, MA NECTA Div",2004-07-01,52.0
"Taunton-Norton-Raynham, MA NECTA Div",2004-08-01,51.0
"Taunton-Norton-Raynham, MA NECTA Div",2004-09-01,51.0
"Taunton-Norton-Raynham, MA NECTA Div",2004-10-01,51.0
"Taunton-Norton-Raynham, MA NECTA Div",2004-11-01,50.0
"Taunton-Norton-Raynham, MA NECTA Div",2004-12-01,50.0
"Taunton-Norton-Raynham, MA NECTA Div",2005-01-01,50.0
"Taunton-Norton-Raynham, MA NECTA Div",2005-02-01,49.0
"Taunton-Norton-Raynham, MA NECTA Div",2005-03-01,49.0
"Taunton-Norton-Raynham, MA NECTA Div",2005-04-01,48.0
"Taunton-Norton-Raynham, MA NECTA Div",2005-05-01,47.0
"Taunton-Norton-Raynham, MA NECTA Div",2005-06-01,47.0
"Taunton-Norton-Raynham, MA NECTA Div",2005-07-01,47.0
"Taunton-Norton-Raynham, MA NECTA Div",2005-08-01,48.0
"Taunton-Norton-Raynham, MA NECTA Div",2005-09-01,49.0
"Taunton-Norton-Raynham, MA NECTA Div",2005-10-01,49.0
"Taunton-Norton-Raynham, MA NECTA Div",2005-11-01,50.0
"Taunton-Norton-Raynham, MA NECTA Div",2005-12-01,50.0
"Taunton-Norton-Raynham, MA NECTA Div",2006-01-01,50.0
"Taunton-Norton-Raynham, MA NECTA Div",2006-02-01,50.0
"Taunton-Norton-Raynham, MA NECTA Div",2006-03-01,50.0
"Taunton-Norton-Raynham, MA NECTA Div",2006-04-01,50.0
"Taunton-Norton-Raynham, MA NECTA Div",2006-05-01,50.0
"Taunton-Norton-Raynham, MA NECTA Div",2006-06-01,50.0
"Taunton-Norton-Raynham, MA NECTA Div",2006-07-01,50.0
"Taunton-Norton-Raynham, MA NECTA Div",2006-08-01,50.0
"Taunton-Norton-Raynham, MA NECTA Div",2006-09-01,50.0
"Taunton-Norton-Raynham, MA NECTA Div",2006-10-01,49.0
"Taunton-Norton-Raynham, MA NECTA Div",2006-11-01,49.0
"Taunton-Norton-Raynham, MA NECTA Div",2006-12-01,48.0
"Taunton-Norton-Raynham, MA NECTA Div",2007-01-01,48.0
"Taunton-Norton-Raynham, MA NECTA Div",2007-02-01,47.0
"Taunton-Norton-Raynham, MA NECTA Div",2007-03-01,47.0
"Taunton-Norton-Raynham, MA NECTA Div",2007-04-01,47.0
"Taunton-Norton-Raynham, MA NECTA Div",2007-05-01,47.0
"Taunton-Norton-Raynham, MA NECTA Div",2007-06-01,47.0
"Taunton-Norton-Raynham, MA NECTA Div",2007-07-01,47.0
"Taunton-Norton-Raynham, MA NECTA Div",2007-08-01,47.0
"Taunton-Norton-Raynham, MA NECTA Div",2007-09-01,47.0
"Taunton-Norton-Raynham, MA NECTA Div",2007-10-01,47.0
"Taunton-Norton-Raynham, MA NECTA Div",2007-11-01,48.0
"Taunton-Norton-Raynham, MA NECTA Div",2007-12-01,48.0
"Taunton-Norton-Raynham, MA NECTA Div",2008-01-01,49.0
"Taunton-Norton-Raynham, MA NECTA Div",2008-02-01,49.0
"Taunton-Norton-Raynham, MA NECTA Div",2008-03-01,50.0
"Taunton-Norton-Raynham, MA NECTA Div",2008-04-01,52.0
"Taunton-Norton-Raynham, MA NECTA Div",2008-05-01,54.0
"Taunton-Norton-Raynham, MA NECTA Div",2008-06-01,56.0
"Taunton-Norton-Raynham, MA NECTA Div",2008-07-01,58.0
"Taunton-Norton-Raynham, MA NECTA Div",2008-08-01,60.0
"Taunton-Norton-Raynham, MA NECTA Div",2008-09-01,63.0
"Taunton-Norton-Raynham, MA NECTA Div",2008-10-01,66.0
"Taunton-Norton-Raynham, MA NECTA Div",2008-11-01,70.0
"Taunton-Norton-Raynham, MA NECTA Div",2008-12-01,73.0
"Taunton-Norton-Raynham, MA NECTA Div",2009-01-01,78.0
"Taunton-Norton-Raynham, MA NECTA Div",2009-02-01,81.0
"Taunton-Norton-Raynham, MA NECTA Div",2009-03-01,84.0
"Taunton-Norton-Raynham, MA NECTA Div",2009-04-01,86.0
"Taunton-Norton-Raynham, MA NECTA Div",2009-05-01,88.0
"Taunton-Norton-Raynham, MA NECTA Div",2009-06-01,89.0
"Taunton-Norton-Raynham, MA NECTA Div",2009-07-01,90.0
"Taunton-Norton-Raynham, MA NECTA Div",2009-08-01,92.0
"Taunton-Norton-Raynham, MA NECTA Div",2009-09-01,93.0
"Taunton-Norton-Raynham, MA NECTA Div",2009-10-01,93.0
"Taunton-Norton-Raynham, MA NECTA Div",2009-11-01,94.0
"Taunton-Norton-Raynham, MA NECTA Div",2009-12-01,94.0
"Taunton-Norton-Raynham, MA NECTA Div",2010-01-01,94.0
"Taunton-Norton-Raynham, MA NECTA Div",2010-02-01,94.0
"Taunton-Norton-Raynham, MA NECTA Div",2010-03-01,94.0
"Taunton-Norton-Raynham, MA NECTA Div",2010-04-01,92.0
"Taunton-Norton-Raynham, MA NECTA Div",2010-05-01,91.0
"Taunton-Norton-Raynham, MA NECTA Div",2010-06-01,89.0
"Taunton-Norton-Raynham, MA NECTA Div",2010-07-01,88.0
"Taunton-Norton-Raynham, MA NECTA Div",2010-08-01,87.0
"Taunton-Norton-Raynham, MA NECTA Div",2010-09-01,87.0
"Taunton-Norton-Raynham, MA NECTA Div",2010-10-01,86.0
"Taunton-Norton-Raynham, MA NECTA Div",2010-11-01,86.0
"Taunton-Norton-Raynham, MA NECTA Div",2010-12-01,85.0
"Taunton-Norton-Raynham, MA NECTA Div",2011-01-01,83.0
"Taunton-Norton-Raynham, MA NECTA Div",2011-02-01,82.0
"Taunton-Norton-Raynham, MA NECTA Div",2011-03-01,80.0
"Taunton-Norton-Raynham, MA NECTA Div",2011-04-01,79.0
"Taunton-Norton-Raynham, MA NECTA Div",2011-05-01,79.0
"Taunton-Norton-Raynham, MA NECTA Div",2011-06-01,79.0
"Taunton-Norton-Raynham, MA NECTA Div",2011-07-01,78.0
"Taunton-Norton-Raynham, MA NECTA Div",2011-08-01,78.0
"Taunton-Norton-Raynham, MA NECTA Div",2011-09-01,77.0
"Taunton-Norton-Raynham, MA NECTA Div",2011-10-01,76.0
"Taunton-Norton-Raynham, MA NECTA Div",2011-11-01,75.0
"Taunton-Norton-Raynham, MA NECTA Div",2011-12-01,74.0
"Taunton-Norton-Raynham, MA NECTA Div",2012-01-01,73.0
"Taunton-Norton-Raynham, MA NECTA Div",2012-02-01,72.0
"Taunton-Norton-Raynham, MA NECTA Div",2012-03-01,71.0
"Taunton-Norton-Raynham, MA NECTA Div",2012-04-01,72.0
"Taunton-Norton-Raynham, MA NECTA Div",2012-05-01,72.0
"Taunton-Norton-Raynham, MA NECTA Div",2012-06-01,72.0
"Taunton-Norton-Raynham, MA NECTA Div",2012-07-01,72.0
"Taunton-Norton-Raynham, MA NECTA Div",2012-08-01,72.0
"Taunton-Norton-Raynham, MA NECTA Div",2012-09-01,72.0
"Taunton-Norton-Raynham, MA NECTA Div",2012-10-01,71.0
"Taunton-Norton-Raynham, MA NECTA Div",2012-11-01,71.0
"Taunton-Norton-Raynham, MA NECTA Div",2012-12-01,70.0
"Taunton-Norton-Raynham, MA NECTA Div",2013-01-01,69.0
"Taunton-Norton-Raynham, MA NECTA Div",2013-02-01,66.0
"Taunton-Norton-Raynham, MA NECTA Div",2013-03-01,66.0
"Taunton-Norton-Raynham, MA NECTA Div",2013-04-01,66.0
"Taunton-Norton-Raynham, MA NECTA Div",2013-05-01,69.0
"Taunton-Norton-Raynham, MA NECTA Div",2013-06-01,72.0
"Taunton-Norton-Raynham, MA NECTA Div",2013-07-01,74.0
"Taunton-Norton-Raynham, MA NECTA Div",2013-08-01,75.0
"Taunton-Norton-Raynham, MA NECTA Div",2013-09-01,74.0
"Taunton-Norton-Raynham, MA NECTA Div",2013-10-01,75.0
"Warren-Troy-Farmington Hills, MI Met Div",2000-01-01,28.0
"Warren-Troy-Farmington Hills, MI Met Div",2000-02-01,28.0
"Warren-Troy-Farmington Hills, MI Met Div",2000-03-01,29.0
"Warren-Troy-Farmington Hills, MI Met Div",2000-04-01,30.0
"Warren-Troy-Farmington Hills, MI Met Div",2000-05-01,31.0
"Warren-Troy-Farmington Hills, MI Met Div",2000-06-01,32.0
"Warren-Troy-Farmington Hills, MI Met Div",2000-07-01,33.0
"Warren-Troy-Farmington Hills, MI Met Div",2000-08-01,34.0
"Warren-Troy-Farmington Hills, MI Met Div",2000-09-01,35.0
"Warren-Troy-Farmington Hills, MI Met Div",2000-10-01,35.0
"Warren-Troy-Farmington Hills, MI Met Div",2000-11-01,36.0
"Warren-Troy-Farmington Hills, MI Met Div",2000-12-01,38.0
"Warren-Troy-Farmington Hills, MI Met Div",2001-01-01,39.0
"Warren-Troy-Farmington Hills, MI Met Div",2001-02-01,41.0
"Warren-Troy-Farmington Hills, MI Met Div",2001-03-01,42.0
"Warren-Troy-Farmington Hills, MI Met Div",2001-04-01,44.0
"Warren-Troy-Farmington Hills, MI Met Div",2001-05-01,45.0
"Warren-Troy-Farmington Hills, MI Met Div",2001-06-01,46.0
"Warren-Troy-Farmington Hills, MI Met Div",2001-07-01,48.0
"Warren-Troy-Farmington Hills, MI Met Div",2001-08-01,50.0
"Warren-Troy-Farmington Hills, MI Met Div",2001-09-01,53.0
"Warren-Troy-Farmington Hills, MI Met Div",2001-10-01,55.0
"Warren-Troy-Farmington Hills, MI Met Div",2001-11-01,57.0
"Warren-Troy-Farmington Hills, MI Met Div",2001-12-01,57.0
"Warren-Troy-Farmington Hills, MI Met Div",2002-01-01,58.0
"Warren-Troy-Farmington Hills, MI Met Div",2002-02-01,58.0
"Warren-Troy-Farmington Hills, MI Met Div",2002-03-01,58.0
"Warren-Troy-Farmington Hills, MI Met Div",2002-04-01,58.0
"Warren-Troy-Farmington Hills, MI Met Div",2002-05-01,58.0
"Warren-Troy-Farmington Hills, MI Met Div",2002-06-01,57.0
"Warren-Troy-Farmington Hills, MI Met Div",2002-07-01,57.0
"Warren-Troy-Farmington Hills, MI Met Div",2002-08-01,56.0
"Warren-Troy-Farmington Hills, MI Met Div",2002-09-01,56.0
"Warren-Troy-Farmington Hills, MI Met Div",2002-10-01,56.0
"Warren-Troy-Farmington Hills, MI Met Div",2002-11-01,57.0
"Warren-Troy-Farmington Hills, MI Met Div",2002-12-01,58.0
"Warren-Troy-Farmington Hills, MI Met Div",2003-01-01,59.0
"Warren-Troy-Farmington Hills, MI Met Div",2003-02-01,60.0
"Warren-Troy-Farmington Hills, MI Met Div",2003-03-01,61.0
"Warren-Troy-Farmington Hills, MI Met Div",2003-04-01,63.0
"Warren-Troy-Farmington Hills, MI Met Div",2003-05-01,63.0
"Warren-Troy-Farmington Hills, MI Met Div",2003-06-01,64.0
"Warren-Troy-Farmington Hills, MI Met Div",2003-07-01,64.0
"Warren-Troy-Farmington Hills, MI Met Div",2003-08-01,64.0
"Warren-Troy-Farmington Hills, MI Met Div",2003-09-01,62.0
"Warren-Troy-Farmington Hills, MI Met Div",2003-10-01,61.0
"Warren-Troy-Farmington Hills, MI Met Div",2003-11-01,59.0
"Warren-Troy-Farmington Hills, MI Met Div",2003-12-01,58.0
"Warren-Troy-Farmington Hills, MI Met Div",2004-01-01,57.0
"Warren-Troy-Farmington Hills, MI Met Div",2004-02-01,57.0
"Warren-Troy-Farmington Hills, MI Met Div",2004-03-01,58.0
"Warren-Troy-Farmington Hills, MI Met Div",2004-04-01,59.0
"Warren-Troy-Farmington Hills, MI Met Div",2004-05-01,60.0
"Warren-Troy-Farmington Hills, MI Met Div",2004-06-01,61.0
"Warren-Troy-Farmington Hills, MI Met Div",2004-07-01,62.0
"Warren-Troy-Farmington Hills, MI Met Div",2004-08-01,63.0
"Warren-Troy-Farmington Hills, MI Met Div",2004-09-01,65.0
"Warren-Troy-Farmington Hills, MI Met Div",2004-10-01,66.0
"Warren-Troy-Farmington Hills, MI Met Div",2004-11-01,66.0
"Warren-Troy-Farmington Hills, MI Met Div",2004-12-01,67.0
"Warren-Troy-Farmington Hills, MI Met Div",2005-01-01,66.0
"Warren-Troy-Farmington Hills, MI Met Div",2005-02-01,66.0
"Warren-Troy-Farmington Hills, MI Met Div",2005-03-01,66.0
"Warren-Troy-Farmington Hills, MI Met Div",2005-04-01,65.0
"Warren-Troy-Farmington Hills, MI Met Div",2005-05-01,64.0
"Warren-Troy-Farmington Hills, MI Met Div",2005-06-01,62.0
"Warren-Troy-Farmington Hills, MI Met Div",2005-07-01,61.0
"Warren-Troy-Farmington Hills, MI Met Div",2005-08-01,61.0
"Warren-Troy-Farmington Hills, MI Met Div",2005-09-01,61.0
"Warren-Troy-Farmington Hills, MI Met Div",2005-10-01,61.0
"Warren-Troy-Farmington Hills, MI Met Div",2005-11-01,62.0
"Warren-Troy-Farmington Hills, MI Met Div",2005-12-01,63.0
"Warren-Troy-Farmington Hills, MI Met Div",2006-01-01,63.0
"Warren-Troy-Farmington Hills, MI Met Div",2006-02-01,63.0
"Warren-Troy-Farmington Hills, MI Met Div",2006-03-01,63.0
"Warren-Troy-Farmington Hills, MI Met Div",2006-04-01,63.0
"Warren-Troy-Farmington Hills, MI Met Div",2006-05-01,63.0
"Warren-Troy-Farmington Hills, MI Met Div",2006-06-01,63.0
"Warren-Troy-Farmington Hills, MI Met Div",2006-07-01,64.0
"Warren-Troy-Farmington Hills, MI Met Div",2006-08-01,65.0
"Warren-Troy-Farmington Hills, MI Met Div",2006-09-01,66.0
"Warren-Troy-Farmington Hills, MI Met Div",2006-10-01,66.0
"Warren-Troy-Farmington Hills, MI Met Div",2006-11-01,66.0
"Warren-Troy-Farmington Hills, MI Met Div",2006-12-01,66.0
"Warren-Troy-Farmington Hills, MI Met Div",2007-01-01,66.0
"Warren-Troy-Farmington Hills, MI Met Div",2007-02-01,66.0
"Warren-Troy-Farmington Hills, MI Met Div",2007-03-01,66.0
"Warren-Troy-Farmington Hills, MI Met Div",2007-04-01,66.0
"Warren-Troy-Farmington Hills, MI Met Div",2007-05-01,66.0
"Warren-Troy-Farmington Hills, MI Met Div",2007-06-01,67.0
"Warren-Troy-Farmington Hills, MI Met Div",2007-07-01,68.0
"Warren-Troy-Farmington Hills, MI Met Div",2007-08-01,68.0
"Warren-Troy-Farmington Hills, MI Met Div",2007-09-01,69.0
"Warren-Troy-Farmington Hills, MI Met Div",2007-10-01,69.0
"Warren-Troy-Farmington Hills, MI Met Div",2007-11-01,69.0
"Warren-Troy-Farmington Hills, MI Met Div",2007-12-01,69.0
"Warren-Troy-Farmington Hills, MI Met Div",2008-01-01,68.0
"Warren-Troy-Farmington Hills, MI Met Div",2008-02-01,68.0
"Warren-Troy-Farmington Hills, MI Met Div",2008-03-01,69.0
"Warren-Troy-Farmington Hills, MI Met Div",2008-04-01,70.0
"Warren-Troy-Farmington Hills, MI Met Div",2008-05-01,71.0
"Warren-Troy-Farmington Hills, MI Met Div",2008-06-01,73.0
"Warren-Troy-Farmington Hills, MI Met Div",2008-07-01,76.0
"Warren-Troy-Farmington Hills, MI Met Div",2008-08-01,79.0
"Warren-Troy-Farmington Hills, MI Met Div",2008-09-01,84.0
"Warren-Troy-Farmington Hills, MI Met Div",2008-10-01,90.0
"Warren-Troy-Farmington Hills, MI Met Div",2008-11-01,98.0
"Warren-Troy-Farmington Hills, MI Met Div",2008-12-01,107.0
"Warren-Troy-Farmington Hills, MI Met Div",2009-01-01,117.0
"Warren-Troy-Farmington Hills, MI Met Div",2009-02-01,125.0
"Warren-Troy-Farmington Hills, MI Met Div",2009-03-01,133.0
"Warren-Troy-Farmington Hills, MI Met Div",2009-04-01,139.0
"Warren-Troy-Farmington Hills, MI Met Div",2009-05-01,144.0
"Warren-Troy-Farmington Hills, MI Met Div",2009-06-01,147.0
"Warren-Troy-Farmington Hills, MI Met Div",2009-07-01,150.0
"Warren-Troy-Farmington Hills, MI Met Div",2009-08-01,152.0
"Warren-Troy-Farmington Hills, MI Met Div",2009-09-01,152.0
"Warren-Troy-Farmington Hills, MI Met Div",2009-10-01,151.0
"Warren-Troy-Farmington Hills, MI Met Div",2009-11-01,149.0
"Warren-Troy-Farmington Hills, MI Met Div",2009-12-01,148.0
"Warren-Troy-Farmington Hills, MI Met Div",2010-01-01,146.0
"Warren-Troy-Farmington Hills, MI Met Div",2010-02-01,145.0
"Warren-Troy-Farmington Hills, MI Met Div",2010-03-01,142.0
"Warren-Troy-Farmington Hills, MI Met Div",2010-04-01,139.0
"Warren-Troy-Farmington Hills, MI Met Div",2010-05-01,135.0
"Warren-Troy-Farmington Hills, MI Met Div",2010-06-01,132.0
"Warren-Troy-Farmington Hills, MI Met Div",2010-07-01,129.0
"Warren-Troy-Farmington Hills, MI Met Div",2010-08-01,127.0
"Warren-Troy-Farmington Hills, MI Met Div",2010-09-01,125.0
"Warren-Troy-Farmington Hills, MI Met Div",2010-10-01,123.0
"Warren-Troy-Farmington Hills, MI Met Div",2010-11-01,121.0
"Warren-Troy-Farmington Hills, MI Met Div",2010-12-01,119.0
"Warren-Troy-Farmington Hills, MI Met Div",2011-01-01,116.0
"Warren-Troy-Farmington Hills, MI Met Div",2011-02-01,114.0
"Warren-Troy-Farmington Hills, MI Met Div",2011-03-01,113.0
"Warren-Troy-Farmington Hills, MI Met Div",2011-04-01,112.0
"Warren-Troy-Farmington Hills, MI Met Div",2011-05-01,112.0
"Warren-Troy-Farmington Hills, MI Met Div",2011-06-01,112.0
"Warren-Troy-Farmington Hills, MI Met Div",2011-07-01,111.0
"Warren-Troy-Farmington Hills, MI Met Div",2011-08-01,109.0
"Warren-Troy-Farmington Hills, MI Met Div",2011-09-01,107.0
"Warren-Troy-Farmington Hills, MI Met Div",2011-10-01,105.0
"Warren-Troy-Farmington Hills, MI Met Div",2011-11-01,102.0
"Warren-Troy-Farmington Hills, MI Met Div",2011-12-01,100.0
"Warren-Troy-Farmington Hills, MI Met Div",2012-01-01,98.0
"Warren-Troy-Farmington Hills, MI Met Div",2012-02-01,97.0
"Warren-Troy-Farmington Hills, MI Met Div",2012-03-01,96.0
"Warren-Troy-Farmington Hills, MI Met Div",2012-04-01,96.0
"Warren-Troy-Farmington Hills, MI Met Div",2012-05-01,96.0
"Warren-Troy-Farmington Hills, MI Met Div",2012-06-01,97.0
"Warren-Troy-Farmington Hills, MI Met Div",2012-07-01,97.0
"Warren-Troy-Farmington Hills, MI Met Div",2012-08-01,98.0
"Warren-Troy-Farmington Hills, MI Met Div",2012-09-01,98.0
"Warren-Troy-Farmington Hills, MI Met Div",2012-10-01,98.0
"Warren-Troy-Farmington Hills, MI Met Div",2012-11-01,99.0
"Warren-Troy-Farmington Hills, MI Met Div",2012-12-01,100.0
"Warren-Troy-Farmington Hills, MI Met Div",2013-01-01,100.0
"Warren-Troy-Farmington Hills, MI Met Div",2013-02-01,97.0
"Warren-Troy-Farmington Hills, MI Met Div",2013-03-01,93.0
"Warren-Troy-Farmington Hills, MI Met Div",2013-04-01,89.0
"Warren-Troy-Farmington Hills, MI Met Div",2013-05-01,86.0
"Warren-Troy-Farmington Hills, MI Met Div",2013-06-01,86.0
"Warren-Troy-Farmington Hills, MI Met Div",2013-07-01,84.0
"Warren-Troy-Farmington Hills, MI Met Div",2013-08-01,85.0
"Warren-Troy-Farmington Hills, MI Met Div",2013-09-01,86.0
"Warren-Troy-Farmington Hills, MI Met Div",2013-10-01,85.0
"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",2000-01-01,28.0
"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",2000-02-01,28.0
"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",2000-03-01,28.0
"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",2000-04-01,28.0
"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",2000-05-01,28.0
"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",2000-06-01,27.0
"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",2000-07-01,27.0
"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",2000-08-01,27.0
"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",2000-09-01,27.0
"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",2000-10-01,26.0
"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",2000-11-01,26.0
"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",2000-12-01,27.0
"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",2001-01-01,27.0
"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",2001-02-01,28.0
"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",2001-03-01,29.0
"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",2001-04-01,30.0
"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",2001-05-01,31.0
"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",2001-06-01,32.0
"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",2001-07-01,34.0
"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",2001-08-01,36.0
"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",2001-09-01,38.0
"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",2001-10-01,39.0
"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",2001-11-01,40.0
"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",2001-12-01,40.0
"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",2002-01-01,41.0
"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",2002-02-01,41.0
"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",2002-03-01,41.0
"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",2002-04-01,41.0
"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",2002-05-01,41.0
"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",2002-06-01,41.0
"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",2002-07-01,40.0
"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",2002-08-01,39.0
"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",2002-09-01,39.0
"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",2002-10-01,39.0
"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",2002-11-01,39.0
"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",2002-12-01,39.0
"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",2003-01-01,40.0
"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",2003-02-01,40.0
"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",2003-03-01,40.0
"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",2003-04-01,40.0
"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",2003-05-01,40.0
"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",2003-06-01,39.0
"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",2003-07-01,39.0
"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",2003-08-01,38.0
"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",2003-09-01,38.0
"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",2003-10-01,38.0
"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",2003-11-01,37.0
"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",2003-12-01,37.0
"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",2004-01-01,37.0
"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",2004-02-01,37.0
"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",2004-03-01,37.0
"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",2004-04-01,37.0
"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",2004-05-01,37.0
"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",2004-06-01,37.0
"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",2004-07-01,37.0
"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",2004-08-01,36.0
"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",2004-09-01,36.0
"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",2004-10-01,36.0
"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",2004-11-01,36.0
"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",2004-12-01,37.0
"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",2005-01-01,37.0
"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",2005-02-01,37.0
"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",2005-03-01,36.0
"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",2005-04-01,36.0
